aprobi,4
aprobo,4
apsido,1
apud,141
apuda,25
apudbenka,1
apudĉambra,2
apudĉambre,1
apude,17
apudesto,1
apudi,1
apudirante,1
apudlita,2
apudmara,3
apudsidiginte,1
apudstaranto,1
apudulo,1
apudurba,1
apudurbo,2
apudvoja,1
araba,12
arabalfabeta,1
arabo,20
arama,2
araneaĵo,1
araneo,4
aranĝadi,1
aranĝado,1
aranĝi,34
aranĝiĝi,1
aranĝinta,1
aranĝita,4
aranĝo,10
araŭkario,1
arba,2
arbar,5
arbara,8
arbare,1
arbarego,1
arbareto,4
arbargardisto,1
arbariano,1
arbaristo,1
arbarkovrita,1
arbaro,47
arbarpelerino,2
arbetaĵo,6
arbeto,2
arbfolio,2
arbiĝi,1
arbo,95
arbofolio,2
arbopinto,2
arbopopolo,1
arbosamideano,1
arboŝelo,1
arbotrunko,19
arbusta,1
arbustaro,2
arbusto,8
arc,1
archer,1
arĉo,4
arda,4
arde,7
ardego,1
ardi,2
ardigi,3
are,3
areno,1
areo,5
arestado,1
arestata,1
aresti,9
arestigi,2
arestiĝi,1
arestita,3
arestito,1
aresto,4
arete,1
argano,1
argila,2
argilo,1
argiltabulo,3
argumentado,1
argumenti,4
argumento,11
arĝenta,7
arĝente,3
arĝenthara,1
arĝentkolora,2
arĝento,6
arĥeologia,1
arigi,1
arigita,2
ariĝi,1
ario,2
aristokrata,4
aristokrataro,1
aristokrato,1
aritmetiko,2
arka,1
arkaika,2
arkaĵo,1
arkego,1
arkeologo,1
arki,1
arkitekto,5
arkitektura,2
arkitekturo,2
arkivado,1
arko,2
arkta,7
arlekenado,1
armadi,1
armado,1
armate,1
armeestro,2
armegrupo,1
armeo,33
armiĝo,1
armile,2
armilfesto,1
armilo,20
armita,7
armito,2
armo,5
aro,14
aroganta,1
arogante,2
arogi,2
arogo,1
aromo,5
arseniko,1
arŝenta,1
arta,2
artaĵo,4
arte,1
artefarita,12
artefaritaĵo,1
arterio,2
artfajraĵo,1
artifiko,4
artiklo,1
artikolo,8
artikulacii,1
artilerio,1
artisma,3
artisto,8
artliteratura,1
artmuzeo,1
arto,9
artospeco,1
artrito,2
artverko,1
ascendi,2
asekura,3
asekurado,1
asekuri,1
asekuristo,1
asekuro,2
asembleo,2
asertadi,1
asertanta,1
asertante,5
aserti,40
aserto,13
asfaltita,1
asfalto,2
asimiliĝemo,1
asistanto,1
asisti,1
asisto,2
askete,1
asketemo,1
asocii,1
asocio,3
aspekta,1
aspektanta,3
aspekte,1
aspekti,77
aspektinta,1
aspekto,24
aspergante,1
aspergi,5
aspergita,1
aspiri,2
aspirintista,1
aspirinto,9
aspiro,4
astjanakso,1
astmo,1
astralfluido,1
astralfluidumo,5
astralkonservatorio,1
astrofiziko,1
astrolabo,1
astrologo,2
astronomio,1
astroobservanto,1
at,1
atakangulo,1
atakanta,1
atakanto,2
atakato,1
atakdemandi,1
atakdisputi,1
ataki,42
atakinta,1
atakinte,1
atakinti,1
atakkuri,1
atako,21
ateisma,1
ateista,1
ateisto,1
ateliera,1
ateliero,1
atenano,1
atencema,2
atenci,2
atencinto,1
atenco,6
atenconto,1
atenda,2
atendadi,5
atendado,4
atendanta,6
atendante,6
atendanto,1
atendata,8
atende,3
atendegi,1
atendi,170
atendinta,2
atendinte,1
atendita,4
atendo,4
atendohalo,1
atendota,1
atendplena,1
atenta,6
atentante,1
atente,26
atentema,5
atenteme,3
atentemo,1
atenti,52
atentige,1
atentigi,11
atentinda,1
atento,32
atentostreĉo,1
atentoveke,1
atestadi,1
atestado,2
atestantiĝi,1
atestantlisto,1
atestanto,7
atesti,7
atestintino,1
atesto,4
atika,2
atingante,2
atingebla,5
atingeble,2
atingebli,1
atingi,111
atinginta,7
atinginte,3
atingita,2
atingo,2
atingonta,1
atisto,1
atlantiko,1
atlantisa,1
atleta,1
atlete,1
atleto,1
atletstatura,2
atm,2
atmosfero,7
atoma,1
atombombo,6
atominĝeniero,1
atomraketo,2
atomreaktora,1
atribui,3
atrofia,1
audiĝi,1
aŭ,481
aŭaniĉo,2
aŭdaca,12
aŭdace,1
aŭdaci,10
aŭdacigi,1
aŭdaco,1
aŭdaculo,2
aŭdante,4
aŭdati,1
aŭdebla,3
aŭdeble,6
aŭdebli,2
aŭdi,159
aŭdiaŭkisante,1
aŭdienco,3
aŭdigi,3
aŭdiĝi,29
aŭdilo,1
aŭdinta,2
aŭdinte,3
aŭdipova,1
aŭdita,2
aŭdmodulo,1
aŭdo,1
aŭdosento,1
aŭdota,1
aŭgura,2
aŭguranta,1
aŭguri,5
aŭguristo,3
aŭguro,5
aŭgusta,2
aŭgusto,4
aŭi,1
aŭreolo,2
aŭreolpoluristo,1
aŭrora,3
aŭrori,1
aŭroro,1
aŭskultadi,2
aŭskultanta,1
aŭskultantaro,4
aŭskultante,4
aŭskultanto,6
aŭskultata,1
aŭskulti,64
aŭskultilo,4
aŭskultinda,1
aŭspicie,1
aŭstralia,2
aŭstraliano,4
aŭstro,1
aŭtado,2
aŭtaro,1
aŭtenta,4
aŭtente,1
aŭtentika,3
aŭtentikaĵo,1
aŭtentikigita,1
aŭteto,1
aŭtisto,2
aŭto,67
aŭtobiografia,1
aŭtobiografio,1
aŭtobusa,1
aŭtobuso,3
aŭtobussimila,1
aŭtoĉaro,2
aŭtodidakte,1
aŭtogaraĝo,1
aŭtokondukanto,1
aŭtolavado,1
aŭtolavanto,1
aŭtoluejo,1
aŭtomata,4
aŭtomate,6
aŭtomatigante,1
aŭtomato,1
aŭtomatpafilo,1
aŭtomobila,4
aŭtomobile,1
aŭtomobili,3
aŭtomobilirado,1
aŭtomobilisto,1
aŭtomobilo,25
aŭtonomio,1
aŭtoparkejo,1
aŭtopordo,2
aŭtora,1
aŭtoralio,1
aŭtoritata,2
aŭtoritate,1
aŭtoritato,7
aŭtoritatulo,2
aŭtoro,3
aŭtoservejo,1
aŭtoŝoseo,1
aŭtoveturi,2
aŭtovojo,6
aŭtuna,12
aŭtunkrepusko,1
aŭtuno,6
aŭŭŭ,1
ava,1
avanci,3
avangarda,2
avantaĝi,1
avantaĝo,7
avanulo,1
avara,3
avare,2
avari,1
avarulo,4
avĉjo,1
aventurema,3
aventureme,1
aventuremo,2
aventuri,1
aventuristo,1
aventuro,11
aventurplena,1
averaĝa,3
avertaspekta,1
averte,4
averti,19
avertilo,2
averto,12
aveto,30
aviadila,2
aviadile,1
aviadilo,15
aviadisto,2
avida,4
avide,6
avideca,1
avidi,3
avido,3
avina,1
avinja,1
avinjo,3
avino,30
avizi,1
avo,41
azena,10
azene,1
azeneto,1
azenhaŭto,1
azenina,1
azeno,5
azia,2
aziano,4
azilo,1
azilrajto,1
azimuto,6
azteka,11
azteko,13
b,26
b-klasa,1
b\_k\_\_k\_t\_p\_,1
ba,8
babila,1
babilaĉi,3
babiladi,3
babilado,8
babilante,1
babilema,2
babileme,1
babili,19
babilo,3
babilzumi,1
bacilo,2
bacilofobio,1
baf,1
bagatela,6
bagatelaĵo,4
bagateligi,2
bagateliĝi,1
bagatelo,5
bah,1
bahama,1
bahdaŭ,1
bajdaraĉo,4
bajdaro,15
baji,3
bajo,1
bajoneti,1
bajoneto,3
bakaĵo,1
bakanta,1
bakelita,1
baki,1
bakiĝi,2
bakistestro,1
bakisto,2
bakita,2
bakterio,1
balaaĵkumulo,1
balai,1
balailo,1
balancante,1
balanceto,1
balanci,4
balanciĝe,1
balanciĝi,7
balancilo,1
balasta,1
balbutadi,2
balbutante,1
balbute,1
balbuteme,1
balbuti,15
balbutstertore,1
baldaŭ,133
baldaŭa,15
baldaŭe,1
balejo,1
balenego,1
balenvertebro,1
balkono,1
balo,6
balotadi,1
balta,1
balustrado,2
balzami,1
balzamita,1
balzamo,2
bambua,1
bambuo,1
banala,6
banalaĵo,1
banale,1
banalegaĵo,1
banali,1
banaliĝi,1
banangrapolo,1
banĉambro,1
bandaĝi,1
